ABS(NL1-PT1),ABS(NL2-PT2),ABS(NL3-PT3),ABS(WNL1-WPT1),ABS(WNL2-WPT2),ABS(WNL3-WPT3)
gene-LOC117893707,1.891863622,0,1.107421893,0,0,0.023663985
gene-LOC117893717,0,0,0,0,0,0
gene-LOC117893723,1.891863622,0,0,0,0,0
gene-Trnas-aga-4,0,2.091309859,2.116639856,0,1.921001334,0
gene-Trnas-cga-2,0,0,0,0,0,0
gene-Trnas-cga-3,2.042739129,1.916334786,5.438905535,20.4243301,2.010660358,11.74717073
gene-Trnar-ucg-2,0.073120488,0,1.033768945,2.065015671,0,1.003386471
gene-Trnas-aga-5,0.945931811,0.02333001,2.116639856,0,3.66268462,0
gene-Trnas-aga-6,0,0,0,0,0.915671155,0
gene-LOC117893725,0,0,0,1.032507835,0,0
gene-LOC117903155,1.019052299,0,0,0,0,0
gene-LOC117893760,0,0,0,0,0.945557496,0
gene-LOC117890174,0.584963903,5.099959594,2.214843786,2.008559018,9.067052525,8.405715526
gene-LOC117893780,0,0,0,1.032507835,0,0
gene-LOC117893933,0,2.067979849,0,0,0,0
gene-LOC117903087,2.038104598,0,1.033768945,1.032507835,0,0
gene-LOC117903091,0.945931811,0,1.033768945,1.032507835,0,0
gene-LOC117893940,0,0,1.033768945,1.032507835,0.915671155,0
gene-LOC117903082,19061.60229,22461.09414,6256.296466,2539.17731,9011.934302,9149.211435
gene-LOC117903088,249.918078,172.0883623,360.5662069,555.6520963,231.4677745,9.916047471
gene-LOC117903092,0.945931811,0.034995015,6.202613672,0,0.915671155,1.027050456
gene-LOC117903085,574.0354195,1135.92291,488.0773851,663.0936502,383.5303303,168.4421135
gene-LOC117903086,0,0,0,0,0,0
gene-LOC117903090,0,0,0,0,0,0
gene-LOC117903093,0,0,0,0,0,0
gene-LOC117903084,0,0,0,0,0,0
gene-LOC117890205,328.0565598,365.2312341,44.05579737,142.3060583,265.6862641,101.1708821
gene-LOC117894707,578.5472746,1307.094951,413.662611,677.7322113,657.8344058,449.4333227
gene-LOC117889756,383.3428727,72.14230851,52.07330194,670.4188151,72.36490465,104.4570183
gene-LOC117903743,1360.972444,2659.627037,969.1463276,2481.280181,11.02763464,291.9119837
gene-LOC117903444,4.149329684,3.031979745,1.772926099,11.05105468,6.32003906,5.111588295
gene-LOC117903447,3.057156897,6.203939548,0.960115997,3.097523506,1.950887675,2.054100912
gene-LOC117893979,1.891863622,3.101969774,4.135075781,4.130031341,0,0
gene-LOC117903446,7.421213514,0.139980059,6.917219843,14.74951708,3.991434375,1.311018274
gene-LOC117903442,4.738928118,22.66612331,15.82832463,6.840318437,8.162186799,17.08123399
gene-LOC117903443,569.704235,261.3015696,633.5728213,3152.520732,1515.139523,1566.369401
gene-LOC117903445,0.945931811,2.067979849,2.141190838,2.609497914,0.975443838,0.979722486
gene-LOC117903439,146.210579,276.0277283,111.2752518,361.2481732,1.879623911,65.66990389
gene-LOC117903441,0,0,0,0,0,0
gene-Trnap-cgg,0,0,0,0,0,0
gene-Trnaq-cug,0,0,0,0,0,0
gene-LOC117901976,40.87795524,109.8894401,63.03708046,155.9200717,92.5062418,26.7503047
gene-LOC117901984,3.783727245,0,2.141190838,5.162539176,6.409698085,10.55447238
gene-LOC117901993,14.11585668,0.987329905,10.28858749,1.520533427,9.156711549,0
gene-LOC117889630,307.9762518,621.2744566,263.9477357,516.9587063,89.96795974,81.28897172
gene-LOC117889633,9.3676595,24.86661372,48.38284954,28.51085885,40.00400278,26.13054288
gene-LOC117889632,322.030283,206.7187796,240.8136509,7.490003159,464.5795105,153.3353271
gene-LOC117894451,422.2831064,401.8809337,34.872906,277.3152454,256.2458688,83.73435321
gene-LOC117894443,482.1265878,495.9596845,141.7121569,8.599288816,91.07075144,166.449673
gene-LOC117901954,351.5854083,775.7864211,467.7913704,1092.72713,76.50439943,72.27732413
gene-LOC117901930,387.4659907,4587.238219,2114.169347,7402.028942,944.1545873,2172.575361
gene-LOC117889590,548.2305858,1100.184002,598.0251581,783.1627627,302.024792,106.0003458
gene-LOC117889591,37.10143304,38.45173679,24.34661369,25.52624865,29.13043439,121.2014529
gene-LOC117889588,7.581358083,54.40485584,2.310420041,67.81473737,12.54214361,2.276575882
gene-LOC117889589,428.5627439,599.9545138,258.6788832,170.3532582,352.8756924,106.3434606
gene-LOC117889852,5.309988428,2.161299889,6.448123498,3.166104282,4.787560164,4.99326837
gene-LOC117903512,1299.18976,2691.166543,1564.35173,2240.500481,806.3754331,896.522738
gene-LOC117897289,1081.785569,1005.413427,429.642673,924.5882917,128.4937234,180.5727413
gene-LOC117902986,8.810502784,8.190264363,4.478789538,10.33720248,12.66996446,11.60518682
gene-LOC117893990,0,0,0,0,0.945557496,0
gene-LOC117897487,4.222450172,0,1.082870911,8.260062682,0.915671155,1.098042411
gene-LOC117897493,337.7409249,45.45268004,137.5438232,256.5438475,114.9591597,249.6022608
gene-LOC117897691,1175.053312,2780.927616,1373.408852,1545.641203,599.9765535,396.7549465
gene-LOC117897757,184.8531898,517.1045551,280.9616446,638.1647936,112.1679785,33.53203413
gene-LOC117897748,300.133315,65.1134276,163.8651823,548.3006073,352.9596059,208.421256
gene-LOC117897734,1334.950313,1652.751385,452.2290652,398.5450947,342.9524811,496.9282549
gene-LOC117897766,5.446960342,5.5898898,12.15708984,12.12789504,8.431163871,6.574089585
gene-LOC117897711,101.9726839,27.78102189,133.5859377,114.2169693,9.303613312,74.81836693
gene-LOC117897701,507.8299873,933.6155397,584.4256395,8.932761441,179.5411785,448.2359586
gene-LOC117897727,0,0,0,0,0,0
gene-LOC117893999,4.729659056,2.102974864,1.082870911,1.339039345,0.149431707,4.226521748
gene-LOC117897845,190.5385943,116.2012265,4.851329708,50.63464203,380.5665226,45.60801317
gene-LOC117903699,268.8207275,222.371688,179.6391496,426.4567226,13.32403571,180.369097
gene-LOC117903698,504.3825358,872.3984183,1273.472191,422.8660371,240.1342929,403.7309628
gene-LOC117903697,41.91038562,2.726846556,90.48500099,94.89483118,38.26416378,94.02519648
gene-LOC117903696,298.1199216,383.8099981,151.4440329,23.54046678,184.0811598,65.64056877
gene-LOC117903695,107.7656955,241.5075104,176.5729045,567.1437834,27.18228933,80.56804501
gene-LOC117903694,17.82389293,84.28465709,53.11330616,121.7021914,1.69087174,53.51044363
gene-LOC117903693,71.42995408,101.8517423,10.71383722,150.1974977,19.9679773,12.39093165
gene-LOC117892190,614.9612585,1176.423492,378.7705654,873.1243097,212.3977588,32.67996311
gene-LOC117892177,537.3149929,512.8607485,1055.09865,569.3109284,233.8237833,637.4078644
gene-LOC117903313,4.944385989,11.65384929,17.47324046,21.52541871,4.926186443,12.11162961
gene-LOC117903315,508.2486336,1022.085169,124.9858786,1083.370261,100.9773641,12.5305697
gene-LOC117903311,37.50050921,44.72894035,17.71259304,10.4425234,0.429899861,69.91492117
gene-LOC117903314,0,0,0,0,0,0
gene-LOC117903308,0,0,0,0,0,0
gene-LOC117903317,283.6930258,395.0736879,19.37500071,417.2721659,2.877837244,106.4352939
gene-LOC117903309,0,0,0,0,0,0
gene-LOC117903312,7.727580037,63.44472525,112.0660606,120.6813215,91.43012084,124.3264394
gene-LOC117903310,54.41398904,101.7952604,72.64882916,153.0418857,41.04359353,170.4993721
gene-LOC117903316,226.3073464,543.1194563,342.1653624,771.1294171,69.50298037,3.59575277
gene-LOC117902874,34.08135239,16.77294338,50.96858574,115.342674,6.81983138,62.84405546
gene-LOC117901234,660.750126,1487.550396,505.368258,204.9182064,365.2842697,240.8134233
gene-LOC117901135,65.15500824,22.52041957,44.10819485,1207.292888,623.9253724,400.4095371
gene-LOC117901207,88.50357849,163.1356771,64.2313717,204.199704,49.02920489,167.5033776
gene-LOC117901176,60.9139819,193.1540275,77.79139713,251.9940035,46.10197506,183.852201
gene-LOC117901197,15.28475248,7.971903252,102.771003,100.2013887,70.52254425,30.61287025
gene-LOC117901224,26.43047634,84.15818509,51.52972877,25.756607,66.89227591,1.211864124
gene-LOC117901152,1828.773342,27.72140947,1387.520758,4731.579554,3039.565207,2202.440032
gene-LOC117901146,1.311534251,2.126304874,4.331483642,0.556606368,7.803550702,11.58152283
gene-LOC117894137,14.46755553,10.59652936,6.892668861,4.037202317,18.41388755,3.563930172
gene-LOC117901080,1077.123889,2365.128391,1288.542418,1521.501387,290.5307273,209.5106371
gene-LOC117901186,0.292481951,2.091309859,2.018435925,6.558035174,2.836672489,6.114974766
gene-LOC117901216,79.36353652,96.18060964,15.44421581,277.7343224,31.06751371,41.90159641
gene-LOC117897400,0,0,0.024550983,0,0,0
gene-LOC117894148,0,0,0,1.032507835,0.945557496,0
gene-LOC117894188,0,0,0,1.702027508,0,3.152143322
gene-LOC117897408,0,0,0,0.669519673,0,0
gene-LOC117897394,129.5030635,210.6339285,60.07519649,197.6360337,29.54815752,16.58878852
gene-LOC117903499,192.8665913,59.89303458,111.5576271,90.49010896,44.3547589,41.6734503
gene-LOC117903493,7745.026351,3641.704272,172.1162816,6182.385823,2531.230674,1989.957258
gene-LOC117903492,1629.306584,4262.671192,1641.830868,2290.854679,794.0132932,691.1651432
gene-LOC117903497,4.58341808,4.135959699,1.009217963,1.520533427,0.915671155,0.979722486
gene-LOC117903496,257.2970552,228.7501905,34.49142486,296.6116642,18.40492641,106.6189346
gene-LOC117903494,248.5277757,693.8082583,776.6987803,1117.407383,93.96029243,319.0025806
gene-LOC117903498,0,0,0,0,0,0
gene-LOC117894215,0.584963903,9.282579313,4.282381677,0.181494081,1.652024261,6.375278599
gene-LOC117899965,462.7542359,762.9042778,549.9688425,1230.402035,247.827615,241.5524845
gene-LOC117899973,76.82180654,167.5833179,50.74319542,183.8200742,11.76051183,35.81478384
gene-LOC117890221,535.7408479,475.9301672,130.3900345,739.8358942,124.3935968,39.54235117
gene-LOC117890213,384.7851297,82.88087862,747.3539991,302.7960458,904.426396,1142.789665
gene-LOC117897071,109.4942995,215.3386116,70.49277416,97.18689523,185.1637596,118.658902
gene-LOC117897123,31.01492643,3.323604867,1.770298423,38.01333567,10.03169093,19.36247565
gene-LOC117897107,35.0865011,40.31394206,29.53738173,24.51798906,3.105649562,12.97303217
gene-LOC117897113,33.49175396,28.76507781,33.59880456,28.15999481,6.518438022,2.693028504
gene-LOC117897075,94.2466233,496.6921301,235.7423423,575.0279982,35.31232016,31.3314511
gene-LOC117897067,4546.198518,4349.725938,3333.397638,931.2281724,1805.510153,2923.809249
gene-LOC117896964,1588.316425,3226.256062,205.7974023,3770.110189,197.1866744,286.0905018
gene-LOC117894242,0,0,0,0,0.915671155,0
gene-LOC117897061,684.8618173,886.531917,115.7989459,965.5246445,143.8447101,281.8539523
gene-LOC117897098,180.7095267,455.9433089,58.86439334,185.2644344,83.21206261,19.03984116
gene-LOC117897084,41.94642986,190.1211262,112.486211,323.9952289,96.34018165,23.85463725
gene-LOC117897015,1223.311314,1812.430535,135.9144394,1432.593286,120.5538161,73.67168201
gene-LOC117890820,784.7918191,955.6909433,253.7423319,300.6657717,68.14033775,416.5725414
gene-LOC117890789,32.92172566,99.48374634,46.43716466,2.33970655,94.32814998,9.608080544
gene-LOC117890866,595.8031271,144.8704374,359.9627089,160.5337153,187.5700116,570.0621482
gene-LOC117890846,4.962417619,279.1184453,144.8250324,377.6534279,10.66136106,142.7640089
gene-LOC117890800,0,0,0,0,0,0
gene-LOC117890773,3064.21009,8140.33077,3004.100911,3275.89273,1349.412878,1240.351713
gene-LOC117890855,0,0,0,0,0,0
gene-LOC117890809,0,0,0,0,0,0
gene-LOC117890835,0,0,0,0,0,0
gene-LOC117890880,0,0,0,0,0,0
gene-LOC117890828,0,0,0,0,0,0
gene-LOC117903328,67.08856362,345.8631305,127.4595266,482.8048751,129.9020701,108.5272237
gene-LOC117903327,783.0693691,1703.399091,945.3863879,1508.539134,104.0211841,535.6483988
gene-LOC117903332,477.7475575,652.2217146,246.1011311,708.7875466,50.6159236,175.5059675
gene-LOC117903326,1126.322663,2041.067349,920.0768744,1527.995859,231.6298083,679.7449376
gene-LOC117903331,2.837795434,5.169949624,3.027653888,1.032507835,0.059772683,1.074378426
gene-LOC117894252,1.457775226,4.124294694,1.131972876,3.710586526,10.04249636,3.033823398
gene-LOC117903330,383.0262051,477.822445,33.16057249,455.824598,509.7080987,0.617918641
gene-LOC117901467,436.7119521,1015.792952,45.46689371,3849.924511,1028.370774,1738.89711
gene-LOC117901407,19.74149972,17.18121855,3.916744614,6.747489413,11.98257861,29.17386539
gene-LOC117896623,1.019052299,2.067979849,1.033768945,2.065015671,0,1.050714441
gene-LOC117894292,65.40163236,69.77472465,30.07487567,19.95638879,1.241890966,178.9054228
gene-LOC117900445,0,0.987329905,0.024550983,1.032507835,1.891114993,3.152143322
gene-LOC117900454,0.945931811,1.04565493,0,1.702027508,0.915671155,0
gene-LOC117891144,0,0.011665005,1.058319928,0,0,0
gene-LOC117896899,0,2.067979849,0,0,0,0
gene-LOC117894427,4.364056617,2.172964894,1.944782978,8.578718316,5.026650896,11.69984276
gene-LOC117903156,1.745622647,2.056314845,3.297714697,1.576990079,5.434254247,7.071033267
gene-LOC117894421,0,0,0,0,0,0
gene-LOC117894426,0,0,0,0,0,0
gene-LOC117903709,0,0,0,0,0,0
gene-LOC117903705,0.829036525,148.2903214,31.46730055,57.45218332,76.25197332,108.5970427
gene-LOC117903706,12.964467,18.2735335,22.22209081,2.883821019,11.00713477,7.061534161
gene-LOC117903707,898.3684058,372.0223277,1067.114713,995.7157137,842.410441,343.7748032
gene-LOC117903708,327.412436,1281.004021,481.5387847,235.6711617,392.9506987,1227.247317
gene-LOC117903710,517.5411086,887.4466868,789.7011142,660.1598616,19.74011734,576.8444063
gene-LOC117890995,3506.086296,4944.752749,2742.43704,2740.502226,689.2771066,1391.466904
gene-LOC117891069,521.7779688,947.3583464,171.393315,153.6986642,441.2348496,120.6445244
gene-LOC117891084,365.6533621,261.3997149,83.72559774,275.529203,209.2383424,171.8622166
gene-LOC117891022,68.67554216,664.0829639,318.0801807,880.133381,101.723364,566.5882082
gene-LOC117891007,8.67919741,114.9627957,3.868544548,224.5176098,52.6937338,64.16007463
gene-LOC117891043,1673.408836,1847.804188,461.3013945,508.7782204,2916.580433,1157.032677
gene-LOC117891052,690.8694038,1793.338173,4156.486831,4657.251301,19.86937921,2589.284409
gene-LOC117891099,278.5477974,1094.710568,38.36589259,679.6169671,42.65097712,127.820383
gene-LOC117891111,431.9746386,479.3717558,162.4431071,770.5553009,219.3236351,186.0166048
gene-LOC117903656,262.6172686,1288.964695,2058.915865,659.2112626,2065.216054,562.9914241
gene-LOC117903657,1.823377666,15.46318885,2.313047717,5.638440644,1.154761886,6.446270554
gene-LOC117903653,267.4798476,29.2130529,53.78661537,39.64114733,9.86939684,83.00577058
gene-LOC117903655,491.4586715,85.84878652,36.67218688,291.5054632,249.5938168,58.0984341
gene-LOC117900795,5116.397578,9951.657446,3651.317375,11608.69964,2009.013416,1867.97336
gene-LOC117897799,0.073120488,1.033989925,1.033768945,1.702027508,0.945557496,0
gene-LOC117890908,157.6220097,454.3280091,65.51320013,602.3745734,25.16451213,146.4937545
gene-LOC117894441,1.019052299,0,0,0,0,0
gene-LOC117890917,20.69103405,44.35330774,41.18678396,59.63917578,32.05355031,24.12843571
gene-LOC117900434,5.8903178,1.9513298,8.761171215,0.475901468,8.838767222,5.774179871
gene-LOC117900420,359.6698282,382.5285933,333.3498339,614.1116852,134.9962961,58.26589922
gene-LOC117901058,211.5900707,389.7740896,191.4208375,263.5994579,47.04774522,84.52610431
gene-LOC117890325,303.7342505,882.2277247,496.9682924,456.8452186,381.4313822,116.9857708
gene-LOC117890351,296.4659385,236.2890577,132.0436573,466.735549,35.72656737,18.71005342
gene-LOC117890342,77.97629225,221.8038862,23.53470549,207.4499416,193.8360712,70.89981211
gene-LOC117890316,79.81873356,320.0231071,126.4574459,370.4137489,298.4901886,94.69611423
gene-LOC117897270,51.76309433,380.5781851,332.2924159,1126.361344,81.6285595,2.723033876
gene-LOC117897278,0,1.057319935,1.058319928,3.097523506,0,2.101428882
gene-LOC117892393,0,0.011665005,0,1.702027508,0.029886341,2.101428882
gene-LOC117903099,1.019052299,0,0,0,0.945557496,0
gene-LOC117903100,0,0,0,0,0,0
gene-LOC117894657,0,0,0,1.032507835,0,0
gene-LOC117894461,0,0,0,0,0,0
gene-LOC117899021,104.3810254,80.15054045,8.130728695,32.58822973,65.61796866,118.8350544
gene-LOC117894310,1699.677009,5233.639795,476.3861648,6764.404548,1533.359287,914.84102
gene-LOC117903159,328.8923139,855.4293278,527.9595155,1310.811374,161.942285,89.95499108
gene-LOC117893751,48.35941766,131.9671961,62.97401624,118.4546467,80.83607464,115.4561055
gene-LOC117901675,2504.606106,6933.45754,3285.296141,13256.21316,2584.610613,2703.126002
gene-LOC117901686,277.6662806,240.4832451,52.72762761,313.6923106,100.7821808,191.1183848
gene-LOC117900176,576.0184352,1958.634566,458.6837017,1990.166747,149.4982886,197.8211053
gene-LOC117900222,145.3248771,373.8157562,38.61501002,477.1538241,3.553732015,91.2948418
gene-LOC117894488,2.33058655,1.057319935,7.432790478,1.214001917,2.956217855,3.057487383
gene-LOC117900242,1122.419863,2694.516265,93.0948544,2678.853899,796.7514885,293.0494786
gene-LOC117900233,394.5920947,412.6175404,50.49152835,270.447001,31.08016343,38.29832932
gene-LOC117900168,66.20850921,54.86296777,50.97458695,211.4578777,1.018405234,46.44756898
gene-LOC117900213,1275.378224,2264.255588,958.8981352,906.3642999,451.1451509,514.32198
gene-LOC117895019,0,1.04565493,0,0,0,2.030436927
gene-LOC117903821,160.5952005,309.4071283,173.826802,133.8314391,274.918566,60.05371599
gene-LOC117903818,697.7810091,1784.742227,1183.808317,1549.680244,151.4921853,176.7148415
gene-LOC117903823,0,1.04565493,0,0.851013754,0,1.027050456
gene-LOC117903354,0.507208884,1.092314949,2.042986908,5.40048991,9.485461305,11.25022705
gene-LOC117903343,63.62304248,593.7715518,371.996298,261.2590158,141.6977408,217.7165363
gene-LOC117903350,49.07928946,4.37672929,30.07224799,60.70842376,12.70812629,8.751176193
gene-LOC117903352,0.438722927,4.100964684,8.270151562,8.986039007,1.950887675,6.375278599
gene-LOC117903346,654.0204326,811.5420136,524.6459567,150.5895152,834.8443017,326.1457528
gene-LOC117903348,89.86249006,30.21061689,3.508162836,139.3116491,5.230795398,14.81398966
gene-LOC117903349,0,0,0,0,0,0
gene-LOC117903353,43.35735328,17.00624348,57.79548468,23.59839453,52.79925814,0.468613925
gene-LOC117903347,423.5828011,145.5153839,143.1388976,79.5928717,16.54301211,55.36090022
gene-LOC117903344,5.025743529,78.53984824,3.751044987,27.34498566,55.75041611,13.4938074
gene-LOC117903351,1286.011015,639.7456886,1190.86084,267.8872213,475.3572014,1221.90806
gene-LOC117903345,86.39852643,123.3560701,457.8510062,126.0444542,430.960427,309.1838441
gene-LOC117891797,0,0,0,0,0,0
gene-LOC117893118,0,0,0,0,0,0
gene-LOC117903619,28.25952055,9.760844514,28.32650055,9.312654799,0.665774995,12.38609832
gene-LOC117903622,0,0,0,0,0,0
gene-LOC117903617,733.5605688,1468.296807,1222.349162,1165.966369,1248.077541,969.0451697
gene-LOC117903621,36.7960795,15.40905934,42.18023587,70.45681146,6.472000711,11.98847635
gene-LOC117903616,719.6857077,528.2404392,151.7721366,911.235991,254.9715139,205.463593
gene-LOC117903618,433.7110112,238.6080412,112.6781093,384.3531564,207.7056032,182.4231979
gene-LOC117903615,9.506169917,164.487484,143.8069515,165.6195951,37.49239146,114.405391
gene-LOC117903623,79.30636463,124.168837,230.8672074,39.32053438,399.0507756,226.4950368
